spread_line,result,normalized_modeled_prob
4.5,9,2.33%
4.5,10,4.49%
4.5,11,2.14%
4.5,12,0.70%
4.5,13,1.59%
4.5,14,3.14%
4.5,15,1.59%
4.5,16,1.35%
4.5,17,2.48%
4.5,18,1.22%
4.5,19,0.45%
4.5,20,0.95%
4.5,21,1.84%
4.5,22,0.93%
4.5,23,0.80%
4.5,24,1.48%
4.5,25,0.71%
4.5,26,0.24%
4.5,27,0.56%
4.5,28,1.12%
4.5,29,0.54%
4.5,30,0.47%
4.5,31,0.91%
4.5,32,0.41%
4.5,33,0.11%
4.5,34,0.33%
4.5,35,0.70%
4.5,36,0.32%
4.5,37,0.28%
4.5,38,0.59%
4.5,39,0.26%
4.5,40,0.23%
4.5,41,0.49%
4.5,42,0.21%
4.5,43,0.04%
4.5,44,0.17%
4.5,45,0.40%
4.5,46,0.16%
4.5,47,0.02%
4.5,48,0.00%
4.5,49,0.00%
4.5,50,0.00%
4.5,51,0.00%
4.5,52,0.00%
4.5,53,0.00%
4.5,54,0.00%
4.5,55,0.00%
4.5,56,0.00%
4.5,57,0.00%
4.5,58,0.00%
4.5,59,0.00%
4.5,60,0.00%
4.5,61,0.00%
4.5,62,0.00%
4.5,63,0.00%
4.5,64,0.00%
4.5,65,0.00%
4.5,66,0.00%
4.5,67,0.00%
4.5,68,0.00%
4.5,69,0.00%
4.5,70,0.00%
4.5,71,0.00%
4.5,72,0.00%
4.5,73,0.00%
4.5,74,0.00%
5,-75,0.00%
5,-74,0.00%
5,-73,0.00%
5,-72,0.00%
5,-71,0.00%
5,-70,0.00%
5,-69,0.00%
5,-68,0.00%
5,-67,0.00%
5,-66,0.00%
5,-65,0.00%
5,-64,0.00%
5,-63,0.00%
5,-62,0.00%
5,-61,0.00%
5,-60,0.00%
5,-59,0.00%
5,-58,0.00%
5,-57,0.00%
5,-56,0.00%
5,-55,0.00%
5,-54,0.00%
5,-53,0.00%
5,-52,0.00%
5,-51,0.00%
5,-50,0.00%
5,-49,0.00%
5,-48,0.00%
5,-47,0.00%
5,-46,0.00%
5,-45,0.01%
5,-44,0.12%
5,-43,0.30%
5,-42,0.25%
5,-41,0.33%
5,-40,0.14%
5,-39,0.16%
5,-38,0.37%
5,-37,0.15%
5,-36,0.03%
5,-35,0.19%
5,-34,0.45%
5,-33,0.21%
5,-32,0.24%
5,-31,0.54%
5,-30,0.25%
5,-29,0.29%
5,-28,0.64%
5,-27,0.29%
5,-26,0.09%
5,-25,0.37%
5,-24,0.83%
5,-23,0.41%
5,-22,0.48%
5,-21,1.01%
5,-20,0.49%
5,-19,0.20%
5,-18,0.63%
5,-17,1.34%
5,-16,0.71%
5,-15,0.83%
5,-14,1.66%
5,-13,0.85%
5,-12,0.40%
5,-11,1.10%
5,-10,2.25%
5,-9,1.23%
5,-8,1.45%
5,-7,2.84%
5,-6,1.46%
5,-5,0.67%
5,-4,1.92%
5,-3,3.97%
5,-2,1.98%
5,-1,0.71%
5,0,0.09%
5,1,0.80%
5,2,3.30%
5,3,7.20%
5,4,3.32%
5,5,0.95%
5,6,2.99%
5,7,6.49%
5,8,3.08%
5,9,2.33%
5,10,4.51%
5,11,2.14%
5,12,0.69%
5,13,1.57%
5,14,3.13%
5,15,1.58%
5,16,1.33%
5,17,2.46%
5,18,1.21%
5,19,0.44%
5,20,0.94%
5,21,1.82%
5,22,0.92%
5,23,0.79%
5,24,1.47%
5,25,0.71%
5,26,0.24%
5,27,0.55%
5,28,1.10%
5,29,0.54%
5,30,0.46%
5,31,0.90%
5,32,0.41%
5,33,0.11%
5,34,0.32%
5,35,0.69%
5,36,0.32%
5,37,0.28%
5,38,0.58%
5,39,0.26%
5,40,0.23%
5,41,0.48%
5,42,0.20%
5,43,0.04%
5,44,0.16%
5,45,0.39%
5,46,0.16%
5,47,0.02%
5,48,0.00%
5,49,0.00%
5,50,0.00%
5,51,0.00%
5,52,0.00%
5,53,0.01%
5,54,0.10%
5,55,0.24%
5,56,0.10%
5,57,0.01%
5,58,0.00%
5,59,0.00%
5,60,0.00%
5,61,0.00%
5,62,0.00%
5,63,0.00%
5,64,0.00%
5,65,0.00%
5,66,0.00%
5,67,0.00%
5,68,0.00%
5,69,0.00%
5,70,0.00%
5,71,0.00%
5,72,0.00%
5,73,0.00%
5,74,0.00%
5.5,-75,0.00%
5.5,-74,0.00%
5.5,-73,0.00%
5.5,-72,0.00%
5.5,-71,0.00%
5.5,-70,0.00%
5.5,-69,0.00%
5.5,-68,0.00%
5.5,-67,0.00%
5.5,-66,0.00%
5.5,-65,0.00%
5.5,-64,0.00%
5.5,-63,0.00%
5.5,-62,0.00%
5.5,-61,0.00%
5.5,-60,0.00%
5.5,-59,0.00%
5.5,-58,0.00%
5.5,-57,0.00%
5.5,-56,0.00%
5.5,-55,0.00%
5.5,-54,0.00%
5.5,-53,0.00%
5.5,-52,0.00%
5.5,-51,0.00%
5.5,-50,0.00%
5.5,-49,0.00%
5.5,-48,0.00%
5.5,-47,0.00%
5.5,-46,0.00%
5.5,-45,0.01%
5.5,-44,0.12%
5.5,-43,0.30%
5.5,-42,0.25%
5.5,-41,0.33%
5.5,-40,0.14%
5.5,-39,0.16%
5.5,-38,0.37%
5.5,-37,0.16%
5.5,-36,0.03%
5.5,-35,0.19%
5.5,-34,0.46%
5.5,-33,0.21%
5.5,-32,0.24%
5.5,-31,0.54%
5.5,-30,0.25%
5.5,-29,0.29%
5.5,-28,0.64%
5.5,-27,0.29%
5.5,-26,0.09%
5.5,-25,0.37%
5.5,-24,0.83%
5.5,-23,0.41%
5.5,-22,0.48%
5.5,-21,1.01%
5.5,-20,0.49%
5.5,-19,0.19%
5.5,-18,0.63%
5.5,-17,1.33%
5.5,-16,0.71%
5.5,-15,0.83%
5.5,-14,1.66%
5.5,-13,0.85%
5.5,-12,0.39%
5.5,-11,1.09%
5.5,-10,2.24%
5.5,-9,1.22%
5.5,-8,1.44%
5.5,-7,2.82%
5.5,-6,1.45%
5.5,-5,0.67%
5.5,-4,1.91%
5.5,-3,3.93%
5.5,-2,1.97%
5.5,-1,0.72%
5.5,0,0.09%
5.5,1,0.80%
5.5,2,3.20%
5.5,3,6.94%
5.5,4,3.22%
5.5,5,1.04%
5.5,6,3.08%
5.5,7,6.75%
5.5,8,3.18%
5.5,9,2.35%
5.5,10,4.57%
5.5,11,2.16%
5.5,12,0.68%
5.5,13,1.57%
5.5,14,3.14%
5.5,15,1.58%
5.5,16,1.33%
5.5,17,2.46%
5.5,18,1.21%
5.5,19,0.44%
5.5,20,0.94%
5.5,21,1.82%
5.5,22,0.92%
5.5,23,0.79%
5.5,24,1.46%
5.5,25,0.71%
5.5,26,0.24%
5.5,27,0.55%
5.5,28,1.10%
5.5,29,0.54%
5.5,30,0.46%
5.5,31,0.89%
5.5,32,0.41%
5.5,33,0.11%
5.5,34,0.32%
5.5,35,0.69%
5.5,36,0.32%
5.5,37,0.28%
5.5,38,0.57%
5.5,39,0.26%
5.5,40,0.22%
5.5,41,0.48%
5.5,42,0.20%
5.5,43,0.04%
5.5,44,0.16%
5.5,45,0.38%
5.5,46,0.16%
5.5,47,0.02%
5.5,48,0.00%
5.5,49,0.00%
5.5,50,0.00%
5.5,51,0.00%
5.5,52,0.00%
5.5,53,0.01%
5.5,54,0.10%
5.5,55,0.23%
5.5,56,0.10%
5.5,57,0.01%
5.5,58,0.00%
5.5,59,0.00%
5.5,60,0.00%
5.5,61,0.00%
5.5,62,0.00%
5.5,63,0.00%
5.5,64,0.00%
5.5,65,0.00%
5.5,66,0.00%
5.5,67,0.00%
5.5,68,0.00%
5.5,69,0.00%
5.5,70,0.00%
5.5,71,0.00%
5.5,72,0.00%
5.5,73,0.00%
5.5,74,0.00%
6,-75,0.00%
6,-74,0.00%
6,-73,0.00%
6,-72,0.00%
6,-71,0.00%
6,-70,0.00%
6,-69,0.00%
6,-68,0.00%
6,-67,0.00%
6,-66,0.00%
6,-65,0.00%
6,-64,0.00%
6,-63,0.00%
6,-62,0.00%
6,-61,0.00%
6,-60,0.00%
6,-59,0.00%
6,-58,0.00%
6,-57,0.00%
6,-56,0.00%
6,-55,0.00%
6,-54,0.00%
6,-53,0.00%
6,-52,0.00%
6,-51,0.00%
6,-50,0.00%
6,-49,0.00%
6,-48,0.00%
6,-47,0.00%
6,-46,0.00%
6,-45,0.01%
6,-44,0.12%
6,-43,0.30%
6,-42,0.25%
6,-41,0.32%
6,-40,0.14%
6,-39,0.16%
6,-38,0.37%
6,-37,0.15%
6,-36,0.03%
6,-35,0.19%
6,-34,0.45%
6,-33,0.20%
6,-32,0.23%
6,-31,0.53%
6,-30,0.25%
6,-29,0.28%
6,-28,0.63%
6,-27,0.28%
6,-26,0.08%
6,-25,0.35%
6,-24,0.80%
6,-23,0.40%
6,-22,0.46%
6,-21,0.98%
6,-20,0.47%
6,-19,0.18%
6,-18,0.61%
6,-17,1.29%
6,-16,0.69%
6,-15,0.80%
6,-14,1.61%
6,-13,0.82%
6,-12,0.38%
6,-11,1.06%
6,-10,2.17%
6,-9,1.18%
6,-8,1.39%
6,-7,2.73%
6,-6,1.41%
6,-5,0.66%
6,-4,1.84%
6,-3,3.78%
6,-2,1.91%
6,-1,0.70%
6,0,0.09%
6,1,0.79%
6,2,3.04%
6,3,6.53%
6,4,3.06%
6,5,1.05%
6,6,3.60%
6,7,7.21%
6,8,3.37%
6,9,2.42%
6,10,4.71%
6,11,2.21%
6,12,0.68%
6,13,1.59%
6,14,3.19%
6,15,1.61%
6,16,1.35%
6,17,2.50%
6,18,1.23%
6,19,0.45%
6,20,0.95%
6,21,1.84%
6,22,0.94%
6,23,0.80%
6,24,1.48%
6,25,0.72%
6,26,0.25%
6,27,0.56%
6,28,1.11%
6,29,0.55%
6,30,0.47%
6,31,0.90%
6,32,0.42%
6,33,0.12%
6,34,0.33%
6,35,0.69%
6,36,0.32%
6,37,0.28%
6,38,0.57%
6,39,0.26%
6,40,0.23%
6,41,0.48%
6,42,0.20%
6,43,0.04%
6,44,0.16%
6,45,0.38%
6,46,0.16%
6,47,0.02%
6,48,0.01%
6,49,0.00%
6,50,0.00%
6,51,0.00%
6,52,0.00%
6,53,0.01%
6,54,0.10%
6,55,0.23%
6,56,0.10%
6,57,0.01%
6,58,0.00%
6,59,0.00%
6,60,0.00%
6,61,0.00%
6,62,0.00%
6,63,0.00%
6,64,0.00%
6,65,0.00%
6,66,0.00%
6,67,0.00%
6,68,0.00%
6,69,0.00%
6,70,0.00%
6,71,0.00%
6,72,0.00%
6,73,0.00%
6,74,0.00%
6.5,-75,0.00%
6.5,-74,0.00%
6.5,-73,0.00%
6.5,-72,0.00%
6.5,-71,0.00%
6.5,-70,0.00%
6.5,-69,0.00%
6.5,-68,0.00%
6.5,-67,0.00%
6.5,-66,0.00%
6.5,-65,0.00%
6.5,-64,0.00%
6.5,-63,0.00%
6.5,-62,0.00%
6.5,-61,0.00%
6.5,-60,0.00%
6.5,-59,0.00%
6.5,-58,0.00%
6.5,-57,0.00%
6.5,-56,0.00%
6.5,-55,0.00%
6.5,-54,0.00%
6.5,-53,0.00%
6.5,-52,0.00%
6.5,-51,0.00%
6.5,-50,0.00%
6.5,-49,0.00%
6.5,-48,0.00%
6.5,-47,0.00%
6.5,-46,0.00%
6.5,-45,0.01%
6.5,-44,0.11%
6.5,-43,0.29%
6.5,-42,0.24%
6.5,-41,0.31%
6.5,-40,0.13%
6.5,-39,0.15%
6.5,-38,0.35%
6.5,-37,0.15%
6.5,-36,0.03%
6.5,-35,0.18%
6.5,-34,0.43%
6.5,-33,0.20%
6.5,-32,0.22%
6.5,-31,0.51%
6.5,-30,0.23%
6.5,-29,0.27%
6.5,-28,0.60%
6.5,-27,0.27%
6.5,-26,0.08%
6.5,-25,0.34%
6.5,-24,0.77%
6.5,-23,0.38%
6.5,-22,0.44%
6.5,-21,0.93%
6.5,-20,0.45%
6.5,-19,0.17%
6.5,-18,0.57%
6.5,-17,1.23%
6.5,-16,0.65%
6.5,-15,0.76%
6.5,-14,1.53%
6.5,-13,0.78%
6.5,-12,0.35%
6.5,-11,1.00%
6.5,-10,2.06%
6.5,-9,1.12%
6.5,-8,1.32%
6.5,-7,2.59%
6.5,-6,1.34%
6.5,-5,0.62%
6.5,-4,1.75%
6.5,-3,3.57%
6.5,-2,1.81%
6.5,-1,0.68%
6.5,0,0.09%
6.5,1,0.76%
6.5,2,2.83%
6.5,3,6.06%
6.5,4,2.86%
6.5,5,1.06%
6.5,6,4.39%
6.5,7,7.92%
6.5,8,3.66%
6.5,9,2.51%
6.5,10,4.89%
6.5,11,2.29%
6.5,12,0.69%
6.5,13,1.62%
6.5,14,3.27%
6.5,15,1.64%
6.5,16,1.37%
6.5,17,2.54%
6.5,18,1.25%
6.5,19,0.45%
6.5,20,0.97%
6.5,21,1.87%
6.5,22,0.95%
6.5,23,0.82%
6.5,24,1.50%
6.5,25,0.73%
6.5,26,0.25%
6.5,27,0.57%
6.5,28,1.13%
6.5,29,0.56%
6.5,30,0.48%
6.5,31,0.92%
6.5,32,0.42%
6.5,33,0.12%
6.5,34,0.33%
6.5,35,0.70%
6.5,36,0.33%
6.5,37,0.28%
6.5,38,0.58%
6.5,39,0.27%
6.5,40,0.23%
6.5,41,0.48%
6.5,42,0.21%
6.5,43,0.04%
6.5,44,0.17%
6.5,45,0.39%
6.5,46,0.16%
6.5,47,0.02%
6.5,48,0.01%
6.5,49,0.00%
6.5,50,0.00%
6.5,51,0.00%
6.5,52,0.00%
6.5,53,0.01%
6.5,54,0.10%
6.5,55,0.23%
6.5,56,0.10%
6.5,57,0.01%
6.5,58,0.00%
6.5,59,0.00%
6.5,60,0.00%
6.5,61,0.00%
6.5,62,0.00%
6.5,63,0.00%
6.5,64,0.00%
6.5,65,0.00%
6.5,66,0.00%
6.5,67,0.00%
6.5,68,0.00%
6.5,69,0.00%
6.5,70,0.00%
6.5,71,0.00%
6.5,72,0.00%
6.5,73,0.00%
6.5,74,0.00%
7,-75,0.00%
7,-74,0.00%
7,-73,0.00%
7,-72,0.00%
7,-71,0.00%
7,-70,0.00%
7,-69,0.00%
7,-68,0.00%
7,-67,0.00%
7,-66,0.00%
7,-65,0.00%
7,-64,0.00%
7,-63,0.00%
7,-62,0.00%
7,-61,0.00%
7,-60,0.00%
7,-59,0.00%
7,-58,0.00%
7,-57,0.00%
7,-56,0.00%
7,-55,0.00%
7,-54,0.00%
7,-53,0.00%
7,-52,0.00%
7,-51,0.00%
7,-50,0.00%
7,-49,0.00%
7,-48,0.00%
7,-47,0.00%
7,-46,0.00%
7,-45,0.01%
7,-44,0.10%
7,-43,0.25%
7,-42,0.21%
7,-41,0.28%
7,-40,0.12%
7,-39,0.14%
7,-38,0.31%
7,-37,0.13%
7,-36,0.02%
7,-35,0.16%
7,-34,0.38%
7,-33,0.17%
7,-32,0.20%
7,-31,0.45%
7,-30,0.21%
7,-29,0.24%
7,-28,0.53%
7,-27,0.23%
7,-26,0.06%
7,-25,0.30%
7,-24,0.68%
7,-23,0.33%
7,-22,0.39%
7,-21,0.82%
7,-20,0.39%
7,-19,0.15%
7,-18,0.50%
7,-17,1.08%
7,-16,0.57%
7,-15,0.66%
7,-14,1.34%
7,-13,0.68%
7,-12,0.31%
7,-11,0.87%
7,-10,1.80%
7,-9,0.98%
7,-8,1.15%
7,-7,2.26%
7,-6,1.17%
7,-5,0.55%
7,-4,1.52%
7,-3,3.12%
7,-2,1.58%
7,-1,0.60%
7,0,0.08%
7,1,0.67%
7,2,2.44%
7,3,5.20%
7,4,2.47%
7,5,1.01%
7,6,4.89%
7,7,10.48%
7,8,4.48%
7,9,2.70%
7,10,5.21%
7,11,2.42%
7,12,0.71%
7,13,1.69%
7,14,3.43%
7,15,1.72%
7,16,1.43%
7,17,2.66%
7,18,1.30%
7,19,0.47%
7,20,1.00%
7,21,1.95%
7,22,0.99%
7,23,0.85%
7,24,1.56%
7,25,0.76%
7,26,0.27%
7,27,0.59%
7,28,1.17%
7,29,0.58%
7,30,0.50%
7,31,0.95%
7,32,0.44%
7,33,0.13%
7,34,0.35%
7,35,0.73%
7,36,0.34%
7,37,0.29%
7,38,0.60%
7,39,0.28%
7,40,0.24%
7,41,0.50%
7,42,0.21%
7,43,0.04%
7,44,0.17%
7,45,0.40%
7,46,0.17%
7,47,0.02%
7,48,0.01%
7,49,0.00%
7,50,0.00%
7,51,0.00%
7,52,0.00%
7,53,0.01%
7,54,0.10%
7,55,0.24%
7,56,0.10%
7,57,0.01%
7,58,0.00%
7,59,0.00%
7,60,0.00%
7,61,0.00%
7,62,0.00%
7,63,0.00%
7,64,0.00%
7,65,0.00%
7,66,0.00%
7,67,0.00%
7,68,0.00%
7,69,0.00%
7,70,0.00%
7,71,0.00%
7,72,0.00%
7,73,0.00%
7,74,0.00%
7.5,-75,0.00%
7.5,-74,0.00%
7.5,-73,0.00%
7.5,-72,0.00%
7.5,-71,0.00%
7.5,-70,0.00%
7.5,-69,0.00%
7.5,-68,0.00%
7.5,-67,0.00%
7.5,-66,0.00%
7.5,-65,0.00%
7.5,-64,0.00%
7.5,-63,0.00%
7.5,-62,0.00%
7.5,-61,0.00%
7.5,-60,0.00%
7.5,-59,0.00%
7.5,-58,0.00%
7.5,-57,0.00%
7.5,-56,0.00%
7.5,-55,0.00%
7.5,-54,0.00%
7.5,-53,0.00%
7.5,-52,0.00%
7.5,-51,0.00%
7.5,-50,0.00%
7.5,-49,0.00%
7.5,-48,0.00%
7.5,-47,0.00%
7.5,-46,0.00%
7.5,-45,0.00%
7.5,-44,0.00%
7.5,-43,0.01%
7.5,-42,0.11%
7.5,-41,0.26%
7.5,-40,0.12%
7.5,-39,0.13%
7.5,-38,0.30%
7.5,-37,0.12%
7.5,-36,0.02%
7.5,-35,0.15%
7.5,-34,0.37%
7.5,-33,0.17%
7.5,-32,0.19%
7.5,-31,0.43%
7.5,-30,0.20%
7.5,-29,0.23%
7.5,-28,0.51%
7.5,-27,0.22%
7.5,-26,0.06%
7.5,-25,0.28%
7.5,-24,0.65%
7.5,-23,0.32%
7.5,-22,0.37%
7.5,-21,0.78%
7.5,-20,0.37%
7.5,-19,0.14%
7.5,-18,0.47%
7.5,-17,1.03%
7.5,-16,0.54%
7.5,-15,0.63%
7.5,-14,1.27%
7.5,-13,0.64%
7.5,-12,0.29%
7.5,-11,0.83%
7.5,-10,1.71%
7.5,-9,0.93%
7.5,-8,1.09%
7.5,-7,2.15%
7.5,-6,1.11%
7.5,-5,0.52%
7.5,-4,1.44%
7.5,-3,2.95%
7.5,-2,1.50%
7.5,-1,0.58%
7.5,0,0.08%
7.5,1,0.64%
7.5,2,2.29%
7.5,3,4.85%
7.5,4,2.32%
7.5,5,0.92%
7.5,6,3.93%
7.5,7,8.79%
7.5,8,4.03%
7.5,9,3.05%
7.5,10,6.09%
7.5,11,2.81%
7.5,12,0.80%
7.5,13,1.93%
7.5,14,3.92%
7.5,15,1.96%
7.5,16,1.62%
7.5,17,3.02%
7.5,18,1.48%
7.5,19,0.53%
7.5,20,1.14%
7.5,21,2.21%
7.5,22,1.13%
7.5,23,0.96%
7.5,24,1.77%
7.5,25,0.86%
7.5,26,0.31%
7.5,27,0.67%
7.5,28,1.33%
7.5,29,0.66%
7.5,30,0.57%
7.5,31,1.08%
7.5,32,0.50%
7.5,33,0.15%
7.5,34,0.39%
7.5,35,0.82%
7.5,36,0.39%
7.5,37,0.33%
7.5,38,0.68%
7.5,39,0.31%
7.5,40,0.27%
7.5,41,0.56%
7.5,42,0.24%
7.5,43,0.05%
7.5,44,0.19%
7.5,45,0.45%
7.5,46,0.19%
7.5,47,0.02%
7.5,48,0.01%
7.5,49,0.01%
7.5,50,0.00%
7.5,51,0.00%
7.5,52,0.00%
7.5,53,0.01%
7.5,54,0.11%
7.5,55,0.27%
7.5,56,0.11%
7.5,57,0.01%
7.5,58,0.00%
7.5,59,0.00%
7.5,60,0.00%
7.5,61,0.00%
7.5,62,0.00%
7.5,63,0.00%
7.5,64,0.00%
7.5,65,0.00%
7.5,66,0.00%
7.5,67,0.00%
7.5,68,0.00%
7.5,69,0.00%
7.5,70,0.00%
7.5,71,0.00%
7.5,72,0.00%
7.5,73,0.00%
7.5,74,0.00%
8,-75,0.00%
8,-74,0.00%
8,-73,0.00%
8,-72,0.00%
8,-71,0.00%
8,-70,0.00%
8,-69,0.00%
8,-68,0.00%
8,-67,0.00%
8,-66,0.00%
8,-65,0.00%
8,-64,0.00%
8,-63,0.00%
8,-62,0.00%
8,-61,0.00%
8,-60,0.00%
8,-59,0.00%
8,-58,0.00%
8,-57,0.00%
8,-56,0.00%
8,-55,0.00%
8,-54,0.00%
8,-53,0.00%
8,-52,0.00%
8,-51,0.00%
8,-50,0.00%
8,-49,0.00%
8,-48,0.00%
8,-47,0.00%
8,-46,0.00%
8,-45,0.00%
8,-44,0.00%
8,-43,0.01%
8,-42,0.11%
8,-41,0.26%
8,-40,0.11%
8,-39,0.13%
8,-38,0.30%
8,-37,0.12%
8,-36,0.02%
8,-35,0.15%
8,-34,0.36%
8,-33,0.16%
8,-32,0.19%
8,-31,0.43%
8,-30,0.20%
8,-29,0.22%
8,-28,0.50%
8,-27,0.22%
8,-26,0.06%
8,-25,0.28%
8,-24,0.64%
8,-23,0.31%
8,-22,0.36%
8,-21,0.77%
8,-20,0.36%
8,-19,0.13%
8,-18,0.47%
8,-17,1.01%
8,-16,0.53%
8,-15,0.61%
8,-14,1.25%
8,-13,0.63%
8,-12,0.28%
8,-11,0.81%
8,-10,1.68%
8,-9,0.91%
8,-8,1.07%
8,-7,2.11%
8,-6,1.09%
8,-5,0.51%
8,-4,1.41%
8,-3,2.88%
8,-2,1.47%
8,-1,0.57%
8,0,0.08%
8,1,0.64%
8,2,2.23%
8,3,4.69%
8,4,2.26%
8,5,0.90%
8,6,3.61%
8,7,8.00%
8,8,3.73%
8,9,3.21%
8,10,6.54%
8,11,3.00%
8,12,0.82%
8,13,2.01%
8,14,4.12%
8,15,2.05%
8,16,1.68%
8,17,3.15%
8,18,1.54%
8,19,0.55%
8,20,1.18%
8,21,2.30%
8,22,1.17%
8,23,1.00%
8,24,1.84%
8,25,0.90%
8,26,0.32%
8,27,0.70%
8,28,1.38%
8,29,0.69%
8,30,0.59%
8,31,1.11%
8,32,0.52%
8,33,0.16%
8,34,0.41%
8,35,0.85%
8,36,0.40%
8,37,0.35%
8,38,0.70%
8,39,0.32%
8,40,0.28%
8,41,0.58%
8,42,0.25%
8,43,0.05%
8,44,0.20%
8,45,0.46%
8,46,0.19%
8,47,0.02%
8,48,0.01%
8,49,0.01%
8,50,0.01%
8,51,0.00%
8,52,0.00%
8,53,0.01%
8,54,0.11%
8,55,0.28%
8,56,0.11%
8,57,0.01%
8,58,0.00%
8,59,0.00%
8,60,0.00%
8,61,0.00%
8,62,0.00%
8,63,0.00%
8,64,0.00%
8,65,0.00%
8,66,0.00%
8,67,0.00%
8,68,0.00%
8,69,0.00%
8,70,0.00%
8,71,0.00%
8,72,0.00%
8,73,0.00%
8,74,0.00%
8.5,-75,0.00%
8.5,-74,0.00%
8.5,-73,0.00%
8.5,-72,0.00%
8.5,-71,0.00%
8.5,-70,0.00%
8.5,-69,0.00%
8.5,-68,0.00%
8.5,-67,0.00%
8.5,-66,0.00%
8.5,-65,0.00%
8.5,-64,0.00%
8.5,-63,0.00%
8.5,-62,0.00%
8.5,-61,0.00%
8.5,-60,0.00%
8.5,-59,0.00%
8.5,-58,0.00%
8.5,-57,0.00%
8.5,-56,0.00%
8.5,-55,0.00%
8.5,-54,0.00%
8.5,-53,0.00%
8.5,-52,0.00%
8.5,-51,0.00%
8.5,-50,0.00%
8.5,-49,0.00%
8.5,-48,0.00%
8.5,-47,0.00%
8.5,-46,0.00%
8.5,-45,0.00%
8.5,-44,0.00%
8.5,-43,0.01%
8.5,-42,0.10%
8.5,-41,0.26%
8.5,-40,0.11%
8.5,-39,0.13%
8.5,-38,0.30%
8.5,-37,0.12%
8.5,-36,0.02%
8.5,-35,0.15%
8.5,-34,0.36%
8.5,-33,0.16%
8.5,-32,0.19%
8.5,-31,0.42%
8.5,-30,0.19%
8.5,-29,0.22%
8.5,-28,0.50%
8.5,-27,0.22%
8.5,-26,0.06%
8.5,-25,0.27%
8.5,-24,0.63%
8.5,-23,0.30%
8.5,-22,0.35%
8.5,-21,0.76%
8.5,-20,0.36%
8.5,-19,0.13%
8.5,-18,0.45%
8.5,-17,0.99%
8.5,-16,0.51%
8.5,-15,0.60%
8.5,-14,1.23%
8.5,-13,0.62%
8.5,-12,0.27%
8.5,-11,0.79%
8.5,-10,1.64%
8.5,-9,0.89%
8.5,-8,1.04%
8.5,-7,2.06%
8.5,-6,1.06%
8.5,-5,0.50%
8.5,-4,1.38%
8.5,-3,2.81%
8.5,-2,1.44%
8.5,-1,0.57%
8.5,0,0.08%
8.5,1,0.63%
8.5,2,2.16%
8.5,3,4.53%
8.5,4,2.19%
8.5,5,0.89%
8.5,6,3.37%
8.5,7,7.41%
8.5,8,3.57%
8.5,9,3.37%
8.5,10,7.01%
8.5,11,3.19%
8.5,12,0.84%
8.5,13,2.07%
8.5,14,4.28%
8.5,15,2.12%
8.5,16,1.73%
8.5,17,3.26%
8.5,18,1.59%
8.5,19,0.56%
8.5,20,1.21%
8.5,21,2.36%
8.5,22,1.21%
8.5,23,1.03%
8.5,24,1.89%
8.5,25,0.92%
8.5,26,0.33%
8.5,27,0.72%
8.5,28,1.41%
8.5,29,0.70%
8.5,30,0.61%
8.5,31,1.14%
8.5,32,0.54%
8.5,33,0.17%
8.5,34,0.42%
8.5,35,0.87%
8.5,36,0.41%
8.5,37,0.36%
8.5,38,0.71%
8.5,39,0.33%
8.5,40,0.29%
8.5,41,0.59%
8.5,42,0.26%
8.5,43,0.05%
8.5,44,0.20%
8.5,45,0.47%
8.5,46,0.20%
8.5,47,0.02%
8.5,48,0.01%
8.5,49,0.01%
8.5,50,0.01%
8.5,51,0.00%
8.5,52,0.00%
8.5,53,0.01%
8.5,54,0.12%
8.5,55,0.28%
8.5,56,0.11%
8.5,57,0.01%
8.5,58,0.00%
8.5,59,0.00%
8.5,60,0.00%
8.5,61,0.00%
8.5,62,0.00%
8.5,63,0.00%
8.5,64,0.00%
8.5,65,0.00%
8.5,66,0.00%
8.5,67,0.00%
8.5,68,0.00%
8.5,69,0.00%
8.5,70,0.00%
8.5,71,0.00%
8.5,72,0.00%
8.5,73,0.00%
8.5,74,0.00%
9,-75,0.00%
9,-74,0.00%
9,-73,0.00%
9,-72,0.00%
9,-71,0.00%
9,-70,0.00%
9,-69,0.00%
9,-68,0.00%
9,-67,0.00%
9,-66,0.00%
9,-65,0.00%
9,-64,0.00%
9,-63,0.00%
9,-62,0.00%
9,-61,0.00%
9,-60,0.00%
9,-59,0.00%
9,-58,0.00%
9,-57,0.00%
9,-56,0.00%
9,-55,0.00%
9,-54,0.00%
9,-53,0.00%
9,-52,0.00%
9,-51,0.00%
9,-50,0.00%
9,-49,0.00%
9,-48,0.00%
9,-47,0.00%
9,-46,0.00%
9,-45,0.00%
9,-44,0.00%
9,-43,0.01%
9,-42,0.10%
9,-41,0.25%
9,-40,0.11%
9,-39,0.13%
9,-38,0.29%
9,-37,0.12%
9,-36,0.02%
9,-35,0.15%
9,-34,0.35%
9,-33,0.16%
9,-32,0.18%
9,-31,0.41%
9,-30,0.19%
9,-29,0.22%
9,-28,0.49%
9,-27,0.21%
9,-26,0.05%
9,-25,0.27%
9,-24,0.62%
9,-23,0.30%
9,-22,0.34%
9,-21,0.74%
9,-20,0.35%
9,-19,0.12%
9,-18,0.44%
9,-17,0.97%
9,-16,0.50%
9,-15,0.58%
9,-14,1.19%
9,-13,0.60%
9,-12,0.26%
9,-11,0.77%
