spread_line,result,normalized_modeled_prob
-9,-26,0.34%
-9,-25,0.95%
-9,-24,1.93%
-9,-23,1.05%
-9,-22,1.24%
-9,-21,2.43%
-9,-20,1.24%
-9,-19,0.57%
-9,-18,1.63%
-9,-17,3.36%
-9,-16,1.78%
-9,-15,2.19%
-9,-14,4.45%
-9,-13,2.14%
-9,-12,0.86%
-9,-11,3.42%
-9,-10,7.59%
-9,-9,3.73%
-9,-8,3.40%
-9,-7,6.92%
-9,-6,3.17%
-9,-5,0.87%
-9,-4,2.13%
-9,-3,4.36%
-9,-2,2.09%
-9,-1,0.62%
-9,0,0.08%
-9,1,0.56%
-9,2,1.40%
-9,3,2.73%
-9,4,1.34%
-9,5,0.49%
-9,6,1.04%
-9,7,2.00%
-9,8,1.01%
-9,9,0.87%
-9,10,1.60%
-9,11,0.77%
-9,12,0.26%
-9,13,0.60%
-9,14,1.20%
-9,15,0.58%
-9,16,0.50%
-9,17,0.97%
-9,18,0.44%
-9,19,0.12%
-9,20,0.35%
-9,21,0.74%
-9,22,0.34%
-9,23,0.30%
-9,24,0.62%
-9,25,0.27%
-9,26,0.05%
-9,27,0.21%
-9,28,0.49%
-9,29,0.22%
-9,30,0.19%
-9,31,0.41%
-9,32,0.17%
-9,33,0.03%
-9,34,0.14%
-9,35,0.34%
-9,36,0.15%
-9,37,0.13%
-9,38,0.29%
-9,39,0.13%
-9,40,0.11%
-9,41,0.25%
-9,42,0.10%
-9,43,0.01%
-9,44,0.00%
-9,45,0.00%
-9,46,0.00%
-9,47,0.00%
-9,48,0.00%
-9,49,0.00%
-9,50,0.00%
-9,51,0.00%
-9,52,0.00%
-9,53,0.00%
-9,54,0.00%
-9,55,0.00%
-9,56,0.00%
-9,57,0.00%
-9,58,0.00%
-9,59,0.00%
-9,60,0.00%
-9,61,0.00%
-9,62,0.00%
-9,63,0.00%
-9,64,0.00%
-9,65,0.00%
-9,66,0.00%
-9,67,0.00%
-9,68,0.00%
-9,69,0.00%
-9,70,0.00%
-9,71,0.00%
-9,72,0.00%
-9,73,0.00%
-9,74,0.00%
-8.5,-75,0.00%
-8.5,-74,0.00%
-8.5,-73,0.00%
-8.5,-72,0.00%
-8.5,-71,0.00%
-8.5,-70,0.00%
-8.5,-69,0.00%
-8.5,-68,0.00%
-8.5,-67,0.00%
-8.5,-66,0.00%
-8.5,-65,0.00%
-8.5,-64,0.00%
-8.5,-63,0.00%
-8.5,-62,0.00%
-8.5,-61,0.00%
-8.5,-60,0.00%
-8.5,-59,0.00%
-8.5,-58,0.00%
-8.5,-57,0.00%
-8.5,-56,0.00%
-8.5,-55,0.00%
-8.5,-54,0.00%
-8.5,-53,0.00%
-8.5,-52,0.00%
-8.5,-51,0.00%
-8.5,-50,0.01%
-8.5,-49,0.01%
-8.5,-48,0.01%
-8.5,-47,0.01%
-8.5,-46,0.01%
-8.5,-45,0.03%
-8.5,-44,0.23%
-8.5,-43,0.54%
-8.5,-42,0.46%
-8.5,-41,0.61%
-8.5,-40,0.29%
-8.5,-39,0.33%
-8.5,-38,0.72%
-8.5,-37,0.34%
-8.5,-36,0.12%
-8.5,-35,0.43%
-8.5,-34,0.94%
-8.5,-33,0.48%
-8.5,-32,0.56%
-8.5,-31,1.15%
-8.5,-30,0.61%
-8.5,-29,0.71%
-8.5,-28,1.42%
-8.5,-27,0.73%
-8.5,-26,0.33%
-8.5,-25,0.93%
-8.5,-24,1.90%
-8.5,-23,1.04%
-8.5,-22,1.21%
-8.5,-21,2.38%
-8.5,-20,1.22%
-8.5,-19,0.56%
-8.5,-18,1.60%
-8.5,-17,3.28%
-8.5,-16,1.74%
-8.5,-15,2.13%
-8.5,-14,4.31%
-8.5,-13,2.09%
-8.5,-12,0.84%
-8.5,-11,3.21%
-8.5,-10,7.06%
-8.5,-9,3.40%
-8.5,-8,3.57%
-8.5,-7,7.42%
-8.5,-6,3.38%
-8.5,-5,0.89%
-8.5,-4,2.20%
-8.5,-3,4.53%
-8.5,-2,2.16%
-8.5,-1,0.63%
-8.5,0,0.08%
-8.5,1,0.57%
-8.5,2,1.44%
-8.5,3,2.81%
-8.5,4,1.38%
-8.5,5,0.50%
-8.5,6,1.07%
-8.5,7,2.06%
-8.5,8,1.04%
-8.5,9,0.89%
-8.5,10,1.64%
-8.5,11,0.79%
-8.5,12,0.27%
-8.5,13,0.62%
-8.5,14,1.23%
-8.5,15,0.60%
-8.5,16,0.51%
-8.5,17,0.99%
-8.5,18,0.45%
-8.5,19,0.13%
-8.5,20,0.36%
-8.5,21,0.76%
-8.5,22,0.35%
-8.5,23,0.30%
-8.5,24,0.63%
-8.5,25,0.27%
-8.5,26,0.06%
-8.5,27,0.22%
-8.5,28,0.50%
-8.5,29,0.22%
-8.5,30,0.19%
-8.5,31,0.42%
-8.5,32,0.18%
-8.5,33,0.03%
-8.5,34,0.14%
-8.5,35,0.34%
-8.5,36,0.15%
-8.5,37,0.13%
-8.5,38,0.30%
-8.5,39,0.13%
-8.5,40,0.11%
-8.5,41,0.26%
-8.5,42,0.10%
-8.5,43,0.01%
-8.5,44,0.00%
-8.5,45,0.00%
-8.5,46,0.00%
-8.5,47,0.00%
-8.5,48,0.00%
-8.5,49,0.00%
-8.5,50,0.00%
-8.5,51,0.00%
-8.5,52,0.00%
-8.5,53,0.00%
-8.5,54,0.00%
-8.5,55,0.00%
-8.5,56,0.00%
-8.5,57,0.00%
-8.5,58,0.00%
-8.5,59,0.00%
-8.5,60,0.00%
-8.5,61,0.00%
-8.5,62,0.00%
-8.5,63,0.00%
-8.5,64,0.00%
-8.5,65,0.00%
-8.5,66,0.00%
-8.5,67,0.00%
-8.5,68,0.00%
-8.5,69,0.00%
-8.5,70,0.00%
-8.5,71,0.00%
-8.5,72,0.00%
-8.5,73,0.00%
-8.5,74,0.00%
-8,-75,0.00%
-8,-74,0.00%
-8,-73,0.00%
-8,-72,0.00%
-8,-71,0.00%
-8,-70,0.00%
-8,-69,0.00%
-8,-68,0.00%
-8,-67,0.00%
-8,-66,0.00%
-8,-65,0.00%
-8,-64,0.00%
-8,-63,0.00%
-8,-62,0.00%
-8,-61,0.00%
-8,-60,0.00%
-8,-59,0.00%
-8,-58,0.00%
-8,-57,0.00%
-8,-56,0.00%
-8,-55,0.00%
-8,-54,0.00%
-8,-53,0.00%
-8,-52,0.00%
-8,-51,0.00%
-8,-50,0.01%
-8,-49,0.01%
-8,-48,0.01%
-8,-47,0.01%
-8,-46,0.01%
-8,-45,0.03%
-8,-44,0.22%
-8,-43,0.53%
-8,-42,0.45%
-8,-41,0.60%
-8,-40,0.28%
-8,-39,0.33%
-8,-38,0.70%
-8,-37,0.33%
-8,-36,0.11%
-8,-35,0.42%
-8,-34,0.91%
-8,-33,0.47%
-8,-32,0.55%
-8,-31,1.12%
-8,-30,0.59%
-8,-29,0.69%
-8,-28,1.38%
-8,-27,0.71%
-8,-26,0.32%
-8,-25,0.90%
-8,-24,1.85%
-8,-23,1.01%
-8,-22,1.18%
-8,-21,2.31%
-8,-20,1.19%
-8,-19,0.55%
-8,-18,1.55%
-8,-17,3.18%
-8,-16,1.70%
-8,-15,2.06%
-8,-14,4.15%
-8,-13,2.02%
-8,-12,0.83%
-8,-11,3.02%
-8,-10,6.59%
-8,-9,3.23%
-8,-8,3.74%
-8,-7,8.01%
-8,-6,3.61%
-8,-5,0.90%
-8,-4,2.26%
-8,-3,4.69%
-8,-2,2.23%
-8,-1,0.64%
-8,0,0.08%
-8,1,0.57%
-8,2,1.47%
-8,3,2.89%
-8,4,1.41%
-8,5,0.51%
-8,6,1.09%
-8,7,2.11%
-8,8,1.07%
-8,9,0.91%
-8,10,1.68%
-8,11,0.81%
-8,12,0.28%
-8,13,0.63%
-8,14,1.25%
-8,15,0.61%
-8,16,0.53%
-8,17,1.01%
-8,18,0.47%
-8,19,0.13%
-8,20,0.36%
-8,21,0.77%
-8,22,0.36%
-8,23,0.31%
-8,24,0.64%
-8,25,0.28%
-8,26,0.06%
-8,27,0.22%
-8,28,0.50%
-8,29,0.22%
-8,30,0.20%
-8,31,0.43%
-8,32,0.18%
-8,33,0.03%
-8,34,0.14%
-8,35,0.35%
-8,36,0.15%
-8,37,0.13%
-8,38,0.30%
-8,39,0.13%
-8,40,0.11%
-8,41,0.26%
-8,42,0.11%
-8,43,0.01%
-8,44,0.00%
-8,45,0.00%
-8,46,0.00%
-8,47,0.00%
-8,48,0.00%
-8,49,0.00%
-8,50,0.00%
-8,51,0.00%
-8,52,0.00%
-8,53,0.00%
-8,54,0.00%
-8,55,0.00%
-8,56,0.00%
-8,57,0.00%
-8,58,0.00%
-8,59,0.00%
-8,60,0.00%
-8,61,0.00%
-8,62,0.00%
-8,63,0.00%
-8,64,0.00%
-8,65,0.00%
-8,66,0.00%
-8,67,0.00%
-8,68,0.00%
-8,69,0.00%
-8,70,0.00%
-8,71,0.00%
-8,72,0.00%
-8,73,0.00%
-8,74,0.00%
-7.5,-75,0.00%
-7.5,-74,0.00%
-7.5,-73,0.00%
-7.5,-72,0.00%
-7.5,-71,0.00%
-7.5,-70,0.00%
-7.5,-69,0.00%
-7.5,-68,0.00%
-7.5,-67,0.00%
-7.5,-66,0.00%
-7.5,-65,0.00%
-7.5,-64,0.00%
-7.5,-63,0.00%
-7.5,-62,0.00%
-7.5,-61,0.00%
-7.5,-60,0.00%
-7.5,-59,0.00%
-7.5,-58,0.00%
-7.5,-57,0.00%
-7.5,-56,0.00%
-7.5,-55,0.00%
-7.5,-54,0.00%
-7.5,-53,0.00%
-7.5,-52,0.00%
-7.5,-51,0.00%
-7.5,-50,0.00%
-7.5,-49,0.01%
-7.5,-48,0.01%
-7.5,-47,0.01%
-7.5,-46,0.01%
-7.5,-45,0.03%
-7.5,-44,0.21%
-7.5,-43,0.52%
-7.5,-42,0.44%
-7.5,-41,0.58%
-7.5,-40,0.27%
-7.5,-39,0.31%
-7.5,-38,0.68%
-7.5,-37,0.32%
-7.5,-36,0.11%
-7.5,-35,0.40%
-7.5,-34,0.88%
-7.5,-33,0.45%
-7.5,-32,0.53%
-7.5,-31,1.08%
-7.5,-30,0.57%
-7.5,-29,0.66%
-7.5,-28,1.34%
-7.5,-27,0.68%
-7.5,-26,0.31%
-7.5,-25,0.87%
-7.5,-24,1.78%
-7.5,-23,0.97%
-7.5,-22,1.14%
-7.5,-21,2.23%
-7.5,-20,1.15%
-7.5,-19,0.53%
-7.5,-18,1.49%
-7.5,-17,3.04%
-7.5,-16,1.63%
-7.5,-15,1.97%
-7.5,-14,3.95%
-7.5,-13,1.94%
-7.5,-12,0.80%
-7.5,-11,2.83%
-7.5,-10,6.13%
-7.5,-9,3.07%
-7.5,-8,4.06%
-7.5,-7,8.80%
-7.5,-6,3.93%
-7.5,-5,0.92%
-7.5,-4,2.32%
-7.5,-3,4.85%
-7.5,-2,2.29%
-7.5,-1,0.64%
-7.5,0,0.08%
-7.5,1,0.58%
-7.5,2,1.50%
-7.5,3,2.95%
-7.5,4,1.44%
-7.5,5,0.52%
-7.5,6,1.11%
-7.5,7,2.15%
-7.5,8,1.09%
-7.5,9,0.93%
-7.5,10,1.71%
-7.5,11,0.83%
-7.5,12,0.29%
-7.5,13,0.65%
-7.5,14,1.27%
-7.5,15,0.63%
-7.5,16,0.54%
-7.5,17,1.03%
-7.5,18,0.48%
-7.5,19,0.14%
-7.5,20,0.37%
-7.5,21,0.78%
-7.5,22,0.37%
-7.5,23,0.32%
-7.5,24,0.65%
-7.5,25,0.28%
-7.5,26,0.06%
-7.5,27,0.22%
-7.5,28,0.51%
-7.5,29,0.23%
-7.5,30,0.20%
-7.5,31,0.43%
-7.5,32,0.18%
-7.5,33,0.03%
-7.5,34,0.15%
-7.5,35,0.35%
-7.5,36,0.15%
-7.5,37,0.13%
-7.5,38,0.30%
-7.5,39,0.13%
-7.5,40,0.12%
-7.5,41,0.26%
-7.5,42,0.11%
-7.5,43,0.01%
-7.5,44,0.00%
-7.5,45,0.00%
-7.5,46,0.00%
-7.5,47,0.00%
-7.5,48,0.00%
-7.5,49,0.00%
-7.5,50,0.00%
-7.5,51,0.00%
-7.5,52,0.00%
-7.5,53,0.00%
-7.5,54,0.00%
-7.5,55,0.00%
-7.5,56,0.00%
-7.5,57,0.00%
-7.5,58,0.00%
-7.5,59,0.00%
-7.5,60,0.00%
-7.5,61,0.00%
-7.5,62,0.00%
-7.5,63,0.00%
-7.5,64,0.00%
-7.5,65,0.00%
-7.5,66,0.00%
-7.5,67,0.00%
-7.5,68,0.00%
-7.5,69,0.00%
-7.5,70,0.00%
-7.5,71,0.00%
-7.5,72,0.00%
-7.5,73,0.00%
-7.5,74,0.00%
-7,-75,0.00%
-7,-74,0.00%
-7,-73,0.00%
-7,-72,0.00%
-7,-71,0.00%
-7,-70,0.00%
-7,-69,0.00%
-7,-68,0.00%
-7,-67,0.00%
-7,-66,0.00%
-7,-65,0.00%
-7,-64,0.00%
-7,-63,0.00%
-7,-62,0.00%
-7,-61,0.00%
-7,-60,0.00%
-7,-59,0.00%
-7,-58,0.00%
-7,-57,0.00%
-7,-56,0.00%
-7,-55,0.00%
-7,-54,0.00%
-7,-53,0.00%
-7,-52,0.00%
-7,-51,0.00%
-7,-50,0.00%
-7,-49,0.00%
-7,-48,0.01%
-7,-47,0.01%
-7,-46,0.01%
-7,-45,0.02%
-7,-44,0.19%
-7,-43,0.46%
-7,-42,0.39%
-7,-41,0.51%
-7,-40,0.24%
-7,-39,0.28%
-7,-38,0.60%
-7,-37,0.28%
-7,-36,0.09%
-7,-35,0.35%
-7,-34,0.78%
-7,-33,0.40%
-7,-32,0.46%
-7,-31,0.96%
-7,-30,0.50%
-7,-29,0.58%
-7,-28,1.18%
-7,-27,0.60%
-7,-26,0.27%
-7,-25,0.76%
-7,-24,1.57%
-7,-23,0.85%
-7,-22,1.00%
-7,-21,1.96%
-7,-20,1.01%
-7,-19,0.47%
-7,-18,1.31%
-7,-17,2.67%
-7,-16,1.43%
-7,-15,1.73%
-7,-14,3.45%
-7,-13,1.70%
-7,-12,0.71%
-7,-11,2.44%
-7,-10,5.24%
-7,-9,2.71%
-7,-8,4.51%
-7,-7,10.57%
-7,-6,4.94%
-7,-5,1.02%
-7,-4,2.50%
-7,-3,5.25%
-7,-2,2.47%
-7,-1,0.68%
-7,0,0.08%
-7,1,0.61%
-7,2,1.60%
-7,3,3.15%
-7,4,1.54%
-7,5,0.55%
-7,6,1.18%
-7,7,2.29%
-7,8,1.16%
-7,9,0.99%
-7,10,1.82%
-7,11,0.88%
-7,12,0.31%
-7,13,0.69%
-7,14,1.35%
-7,15,0.67%
-7,16,0.57%
-7,17,1.09%
-7,18,0.51%
-7,19,0.15%
-7,20,0.40%
-7,21,0.83%
-7,22,0.39%
-7,23,0.34%
-7,24,0.68%
-7,25,0.30%
-7,26,0.06%
-7,27,0.24%
-7,28,0.54%
-7,29,0.24%
-7,30,0.21%
-7,31,0.45%
-7,32,0.19%
-7,33,0.03%
-7,34,0.15%
-7,35,0.37%
-7,36,0.16%
-7,37,0.14%
-7,38,0.31%
-7,39,0.14%
-7,40,0.12%
-7,41,0.27%
-7,42,0.11%
-7,43,0.01%
-7,44,0.00%
-7,45,0.00%
-7,46,0.00%
-7,47,0.00%
-7,48,0.00%
-7,49,0.00%
-7,50,0.00%
-7,51,0.00%
-7,52,0.00%
-7,53,0.00%
-7,54,0.00%
-7,55,0.00%
-7,56,0.00%
-7,57,0.00%
-7,58,0.00%
-7,59,0.00%
-7,60,0.00%
-7,61,0.00%
-7,62,0.00%
-7,63,0.00%
-7,64,0.00%
-7,65,0.00%
-7,66,0.00%
-7,67,0.00%
-7,68,0.00%
-7,69,0.00%
-7,70,0.00%
-7,71,0.00%
-7,72,0.00%
-7,73,0.00%
-7,74,0.00%
-6.5,-75,0.00%
-6.5,-74,0.00%
-6.5,-73,0.00%
-6.5,-72,0.00%
-6.5,-71,0.00%
-6.5,-70,0.00%
-6.5,-69,0.00%
-6.5,-68,0.00%
-6.5,-67,0.00%
-6.5,-66,0.00%
-6.5,-65,0.00%
-6.5,-64,0.00%
-6.5,-63,0.00%
-6.5,-62,0.00%
-6.5,-61,0.00%
-6.5,-60,0.00%
-6.5,-59,0.00%
-6.5,-58,0.00%
-6.5,-57,0.00%
-6.5,-56,0.00%
-6.5,-55,0.00%
-6.5,-54,0.00%
-6.5,-53,0.00%
-6.5,-52,0.00%
-6.5,-51,0.00%
-6.5,-50,0.00%
-6.5,-49,0.00%
-6.5,-48,0.01%
-6.5,-47,0.01%
-6.5,-46,0.01%
-6.5,-45,0.02%
-6.5,-44,0.18%
-6.5,-43,0.45%
-6.5,-42,0.38%
-6.5,-41,0.50%
-6.5,-40,0.23%
-6.5,-39,0.27%
-6.5,-38,0.58%
-6.5,-37,0.27%
-6.5,-36,0.09%
-6.5,-35,0.34%
-6.5,-34,0.75%
-6.5,-33,0.38%
-6.5,-32,0.44%
-6.5,-31,0.92%
-6.5,-30,0.48%
-6.5,-29,0.56%
-6.5,-28,1.13%
-6.5,-27,0.57%
-6.5,-26,0.26%
-6.5,-25,0.73%
-6.5,-24,1.51%
-6.5,-23,0.82%
-6.5,-22,0.96%
-6.5,-21,1.88%
-6.5,-20,0.97%
-6.5,-19,0.45%
-6.5,-18,1.26%
-6.5,-17,2.56%
-6.5,-16,1.38%
-6.5,-15,1.65%
-6.5,-14,3.29%
-6.5,-13,1.63%
-6.5,-12,0.69%
-6.5,-11,2.30%
-6.5,-10,4.92%
-6.5,-9,2.52%
-6.5,-8,3.68%
-6.5,-7,7.96%
-6.5,-6,4.44%
-6.5,-5,1.07%
-6.5,-4,2.89%
-6.5,-3,6.13%
-6.5,-2,2.86%
-6.5,-1,0.76%
-6.5,0,0.09%
-6.5,1,0.69%
-6.5,2,1.83%
-6.5,3,3.61%
-6.5,4,1.77%
-6.5,5,0.63%
-6.5,6,1.35%
-6.5,7,2.62%
-6.5,8,1.33%
-6.5,9,1.14%
-6.5,10,2.08%
-6.5,11,1.01%
-6.5,12,0.36%
-6.5,13,0.79%
-6.5,14,1.55%
-6.5,15,0.77%
-6.5,16,0.66%
-6.5,17,1.25%
-6.5,18,0.58%
-6.5,19,0.17%
-6.5,20,0.45%
-6.5,21,0.95%
-6.5,22,0.45%
-6.5,23,0.38%
-6.5,24,0.78%
-6.5,25,0.34%
-6.5,26,0.08%
-6.5,27,0.27%
-6.5,28,0.61%
-6.5,29,0.27%
-6.5,30,0.24%
-6.5,31,0.51%
-6.5,32,0.22%
-6.5,33,0.04%
-6.5,34,0.17%
-6.5,35,0.41%
-6.5,36,0.18%
-6.5,37,0.16%
-6.5,38,0.36%
-6.5,39,0.15%
-6.5,40,0.14%
-6.5,41,0.31%
-6.5,42,0.13%
-6.5,43,0.01%
-6.5,44,0.00%
-6.5,45,0.00%
-6.5,46,0.00%
-6.5,47,0.00%
-6.5,48,0.00%
-6.5,49,0.00%
-6.5,50,0.00%
-6.5,51,0.00%
-6.5,52,0.00%
-6.5,53,0.00%
-6.5,54,0.00%
-6.5,55,0.00%
-6.5,56,0.00%
-6.5,57,0.00%
-6.5,58,0.00%
-6.5,59,0.00%
-6.5,60,0.00%
-6.5,61,0.00%
-6.5,62,0.00%
-6.5,63,0.00%
-6.5,64,0.00%
-6.5,65,0.00%
-6.5,66,0.00%
-6.5,67,0.00%
-6.5,68,0.00%
-6.5,69,0.00%
-6.5,70,0.00%
-6.5,71,0.00%
-6.5,72,0.00%
-6.5,73,0.00%
-6.5,74,0.00%
-6,-75,0.00%
-6,-74,0.00%
-6,-73,0.00%
-6,-72,0.00%
-6,-71,0.00%
-6,-70,0.00%
-6,-69,0.00%
-6,-68,0.00%
-6,-67,0.00%
-6,-66,0.00%
-6,-65,0.00%
-6,-64,0.00%
-6,-63,0.00%
-6,-62,0.00%
-6,-61,0.00%
-6,-60,0.00%
-6,-59,0.00%
-6,-58,0.00%
-6,-57,0.00%
-6,-56,0.00%
-6,-55,0.00%
-6,-54,0.00%
-6,-53,0.00%
-6,-52,0.00%
-6,-51,0.00%
-6,-50,0.00%
-6,-49,0.00%
-6,-48,0.00%
-6,-47,0.01%
-6,-46,0.01%
-6,-45,0.02%
-6,-44,0.18%
-6,-43,0.44%
-6,-42,0.38%
-6,-41,0.49%
-6,-40,0.23%
-6,-39,0.26%
-6,-38,0.58%
-6,-37,0.26%
-6,-36,0.08%
-6,-35,0.33%
-6,-34,0.74%
-6,-33,0.38%
-6,-32,0.44%
-6,-31,0.91%
-6,-30,0.47%
-6,-29,0.55%
-6,-28,1.12%
-6,-27,0.56%
-6,-26,0.25%
-6,-25,0.72%
-6,-24,1.49%
-6,-23,0.81%
-6,-22,0.94%
-6,-21,1.85%
-6,-20,0.96%
-6,-19,0.45%
-6,-18,1.23%
-6,-17,2.51%
-6,-16,1.35%
-6,-15,1.62%
-6,-14,3.21%
-6,-13,1.60%
-6,-12,0.69%
-6,-11,2.23%
-6,-10,4.74%
-6,-9,2.43%
-6,-8,3.39%
-6,-7,7.26%
-6,-6,3.63%
-6,-5,1.07%
-6,-4,3.10%
-6,-3,6.61%
-6,-2,3.07%
-6,-1,0.80%
-6,0,0.09%
-6,1,0.71%
-6,2,1.93%
-6,3,3.83%
-6,4,1.87%
-6,5,0.66%
-6,6,1.43%
-6,7,2.76%
-6,8,1.41%
-6,9,1.20%
-6,10,2.19%
-6,11,1.07%
-6,12,0.38%
-6,13,0.83%
-6,14,1.63%
-6,15,0.81%
-6,16,0.69%
-6,17,1.31%
-6,18,0.61%
-6,19,0.19%
-6,20,0.48%
-6,21,0.99%
-6,22,0.47%
-6,23,0.40%
-6,24,0.81%
-6,25,0.36%
-6,26,0.08%
-6,27,0.28%
-6,28,0.64%
-6,29,0.29%
-6,30,0.25%
-6,31,0.53%
-6,32,0.23%
-6,33,0.04%
-6,34,0.18%
-6,35,0.43%
-6,36,0.19%
-6,37,0.17%
-6,38,0.37%
-6,39,0.16%
-6,40,0.14%
-6,41,0.32%
-6,42,0.13%
-6,43,0.01%
-6,44,0.00%
-6,45,0.00%
-6,46,0.00%
-6,47,0.00%
-6,48,0.00%
-6,49,0.00%
-6,50,0.00%
-6,51,0.00%
-6,52,0.00%
-6,53,0.00%
-6,54,0.00%
-6,55,0.00%
-6,56,0.00%
-6,57,0.00%
-6,58,0.00%
-6,59,0.00%
-6,60,0.00%
-6,61,0.00%
-6,62,0.00%
-6,63,0.00%
-6,64,0.00%
-6,65,0.00%
-6,66,0.00%
-6,67,0.00%
-6,68,0.00%
-6,69,0.00%
-6,70,0.00%
-6,71,0.00%
-6,72,0.00%
-6,73,0.00%
-6,74,0.00%
-5.5,-75,0.00%
-5.5,-74,0.00%
-5.5,-73,0.00%
-5.5,-72,0.00%
-5.5,-71,0.00%
-5.5,-70,0.00%
-5.5,-69,0.00%
-5.5,-68,0.00%
-5.5,-67,0.00%
-5.5,-66,0.00%
-5.5,-65,0.00%
-5.5,-64,0.00%
-5.5,-63,0.00%
-5.5,-62,0.00%
-5.5,-61,0.00%
-5.5,-60,0.00%
-5.5,-59,0.00%
-5.5,-58,0.00%
-5.5,-57,0.00%
-5.5,-56,0.00%
-5.5,-55,0.00%
-5.5,-54,0.00%
-5.5,-53,0.00%
-5.5,-52,0.00%
-5.5,-51,0.00%
-5.5,-50,0.00%
-5.5,-49,0.00%
-5.5,-48,0.00%
-5.5,-47,0.01%
-5.5,-46,0.01%
-5.5,-45,0.02%
-5.5,-44,0.18%
-5.5,-43,0.44%
-5.5,-42,0.37%
-5.5,-41,0.49%
-5.5,-40,0.23%
-5.5,-39,0.26%
-5.5,-38,0.57%
-5.5,-37,0.26%
-5.5,-36,0.08%
-5.5,-35,0.33%
-5.5,-34,0.74%
-5.5,-33,0.37%
-5.5,-32,0.43%
-5.5,-31,0.90%
-5.5,-30,0.47%
-5.5,-29,0.54%
-5.5,-28,1.11%
-5.5,-27,0.55%
-5.5,-26,0.24%
-5.5,-25,0.71%
-5.5,-24,1.47%
-5.5,-23,0.80%
-5.5,-22,0.93%
-5.5,-21,1.83%
-5.5,-20,0.94%
-5.5,-19,0.44%
-5.5,-18,1.22%
-5.5,-17,2.47%
-5.5,-16,1.34%
-5.5,-15,1.59%
-5.5,-14,3.15%
-5.5,-13,1.58%
-5.5,-12,0.68%
-5.5,-11,2.17%
-5.5,-10,4.60%
-5.5,-9,2.37%
-5.5,-8,3.20%
-5.5,-7,6.79%
-5.5,-6,3.10%
-5.5,-5,1.05%
-5.5,-4,3.26%
-5.5,-3,7.02%
-5.5,-2,3.24%
-5.5,-1,0.81%
-5.5,0,0.09%
-5.5,1,0.72%
-5.5,2,1.99%
-5.5,3,3.97%
-5.5,4,1.93%
-5.5,5,0.68%
-5.5,6,1.47%
-5.5,7,2.86%
-5.5,8,1.45%
-5.5,9,1.24%
-5.5,10,2.26%
-5.5,11,1.11%
-5.5,12,0.40%
-5.5,13,0.86%
-5.5,14,1.68%
-5.5,15,0.84%
-5.5,16,0.72%
-5.5,17,1.35%
-5.5,18,0.63%
-5.5,19,0.19%
-5.5,20,0.49%
-5.5,21,1.02%
-5.5,22,0.48%
-5.5,23,0.42%
-5.5,24,0.84%
-5.5,25,0.37%
-5.5,26,0.09%
-5.5,27,0.29%
-5.5,28,0.65%
-5.5,29,0.29%
-5.5,30,0.26%
-5.5,31,0.55%
-5.5,32,0.23%
-5.5,33,0.04%
-5.5,34,0.19%
-5.5,35,0.44%
-5.5,36,0.19%
-5.5,37,0.17%
-5.5,38,0.38%
-5.5,39,0.16%
-5.5,40,0.14%
-5.5,41,0.33%
-5.5,42,0.13%
-5.5,43,0.01%
-5.5,44,0.00%
-5.5,45,0.00%
-5.5,46,0.00%
-5.5,47,0.00%
-5.5,48,0.00%
-5.5,49,0.00%
-5.5,50,0.00%
-5.5,51,0.00%
-5.5,52,0.00%
-5.5,53,0.00%
-5.5,54,0.00%
-5.5,55,0.00%
-5.5,56,0.00%
-5.5,57,0.00%
-5.5,58,0.00%
-5.5,59,0.00%
-5.5,60,0.00%
-5.5,61,0.00%
-5.5,62,0.00%
-5.5,63,0.00%
-5.5,64,0.00%
-5.5,65,0.00%
-5.5,66,0.00%
-5.5,67,0.00%
-5.5,68,0.00%
-5.5,69,0.00%
-5.5,70,0.00%
-5.5,71,0.00%
-5.5,72,0.00%
-5.5,73,0.00%
-5.5,74,0.00%
-5,-75,0.00%
-5,-74,0.00%
-5,-73,0.00%
-5,-72,0.00%
-5,-71,0.00%
-5,-70,0.00%
-5,-69,0.00%
-5,-68,0.00%
-5,-67,0.00%
-5,-66,0.00%
-5,-65,0.00%
-5,-64,0.00%
-5,-63,0.00%
-5,-62,0.00%
-5,-61,0.00%
-5,-60,0.00%
-5,-59,0.00%
-5,-58,0.00%
-5,-57,0.00%
-5,-56,0.00%
-5,-55,0.00%
-5,-54,0.00%
-5,-53,0.00%
-5,-52,0.00%
-5,-51,0.00%
-5,-50,0.00%
-5,-49,0.00%
-5,-48,0.00%
-5,-47,0.01%
-5,-46,0.01%
-5,-45,0.02%
-5,-44,0.18%
-5,-43,0.45%
-5,-42,0.38%
-5,-41,0.50%
-5,-40,0.23%
-5,-39,0.26%
-5,-38,0.58%
-5,-37,0.26%
-5,-36,0.08%
-5,-35,0.33%
-5,-34,0.74%
-5,-33,0.37%
-5,-32,0.43%
-5,-31,0.91%
-5,-30,0.47%
-5,-29,0.54%
-5,-28,1.11%
-5,-27,0.56%
-5,-26,0.24%
-5,-25,0.71%
-5,-24,1.47%
-5,-23,0.80%
-5,-22,0.93%
-5,-21,1.83%
-5,-20,0.95%
-5,-19,0.44%
-5,-18,1.22%
-5,-17,2.48%
-5,-16,1.34%
-5,-15,1.59%
-5,-14,3.15%
-5,-13,1.58%
-5,-12,0.69%
-5,-11,2.16%
